,mean voltage p.u.,P,Q
2023-08-13 07:51:00,"1,0072927050840754",-2147483648,404
2023-08-13 07:52:00,"1,0060132516425069",-2147483648,934
2023-08-13 07:53:00,"1,0059869419922811",-2147483648,327
2023-08-13 07:54:00,"1,005747761098276",-2147483648,527
2023-08-13 07:55:00,"1,0057786198654657",-2147483648,346
2023-08-13 07:56:00,"1,0058000399037474",-2147483648,166
2023-08-13 07:57:00,"1,0045209415252572",-2147483648,958
2023-08-13 07:58:00,"1,0043904704142013",-2147483648,493
2023-08-13 07:59:00,"1,0042579916045111",-2147483648,419
2023-08-13 08:00:00,"1,0042842714258142",-2147483648,371075
2023-08-13 08:01:00,"1,0048102349925478",-2147483648,86
2023-08-13 08:02:00,"1,0050067444722115",-2147483648,330
2023-08-13 08:03:00,"1,0050396699801285",-2147483648,394
2023-08-13 08:04:00,"1,0051814769419",-2147483648,345
2023-08-13 08:05:00,"1,0065238576077142",-2147483648,34
2023-08-13 08:06:00,"1,0067676583885237",-2147483648,187
2023-08-13 08:07:00,"1,006478010858041",-2147483648,678
2023-08-13 08:08:00,"1,0065145706901413",-2147483648,487
2023-08-13 08:09:00,"1,0065320909828268",-2147483648,111
2023-08-13 08:10:00,"1,006551779199324",-2147483648,140
2023-08-13 08:11:00,"1,0065774836741364",-2147483648,240
2023-08-13 08:12:00,"1,0068249825942068",-2147483648,235
2023-08-13 08:13:00,"1,0076239629920447",-2147483648,171
2023-08-13 08:14:00,"1,007644913579444",-2147483648,164
2023-08-13 08:15:00,"1,0076796953741398",-2147483648,439
2023-08-13 08:16:00,"1,0077036500540604",-2147483648,208
2023-08-13 08:17:00,"1,0076811862006807",-2147483648,396
2023-08-13 08:18:00,"1,0074299844339034",-2147483648,251
2023-08-13 08:19:00,"1,0080086001433093",-2147483648,198
2023-08-13 08:20:00,"1,008143929227164",-2147483648,612507
2023-08-13 08:21:00,"1,008169843574752",-2147483648,318
2023-08-13 08:22:00,"1,0081949248314372",-2147483648,228
2023-08-13 08:23:00,"1,0085490407904076",-2147483648,160
2023-08-13 08:24:00,"1,0091843876507147",-2147483648,218
2023-08-13 08:25:00,"1,0091036036005794",-2147483648,338
2023-08-13 08:26:00,"1,0083066399785503",-2147483648,456
2023-08-13 08:27:00,"1,0076741315629336",-2147483648,415
2023-08-13 08:28:00,"1,0077043805405854",-2147483648,337
2023-08-13 08:29:00,"1,0077227324289932",-2147483648,122
2023-08-13 08:30:00,"1,007743153645255",-2147483648,151
2023-08-13 08:31:00,"1,0077666542078825",-2147483648,200
2023-08-13 08:32:00,"1,0077849995203507",-2147483648,122
2023-08-13 08:33:00,"1,0078107508349492",-2147483648,241
2023-08-13 08:34:00,"1,0078290750815364",-2147483648,122
2023-08-13 08:35:00,"1,0078524986146555",-2147483648,199
2023-08-13 08:36:00,"1,0078800676559234",-2147483648,276
2023-08-13 08:37:00,"1,007912944350266",-2147483648,393
2023-08-13 08:38:00,"1,0075553544421878",-2147483648,351
2023-08-13 08:39:00,"1,0073152453485426",-2147483648,514
2023-08-13 08:40:00,"1,0073424798626829",-2147483648,135
2023-08-13 08:41:00,"1,0070885526810505",-2147483648,204
2023-08-13 08:42:00,"1,0070546497307349",-2147483648,170
2023-08-13 08:43:00,"1,0067651811751377",-2147483648,694
2023-08-13 08:44:00,"1,0064517651647171",-2147483648,144
2023-08-13 08:45:00,"1,006474466927682",-2147483648,188
2023-08-13 08:46:00,"1,0064895048433928",-2147483648,82
2023-08-13 08:47:00,"1,006340767471254",-2147483648,115
2023-08-13 08:48:00,"1,0061897637411188",-2147483648,89
2023-08-13 08:49:00,"1,0062072827207298",-2147483648,111
2023-08-13 08:50:00,"1,006219098342966",-2147483648,50
2023-08-13 08:51:00,"1,0064602789124213",-2147483648,130
2023-08-13 08:52:00,"1,0065858405710737",-2147483648,75
2023-08-13 08:53:00,"1,0063375423524914",-2147483648,316
2023-08-13 08:54:00,"1,0059933353633204",-2147483648,725
2023-08-13 08:55:00,"1,0060259817896064",-2147483648,389
2023-08-13 08:56:00,"1,0062043099783593",-2147483648,48
2023-08-13 08:57:00,"1,0064019097791916",-2147483648,349
2023-08-13 08:58:00,"1,0064205509493365",-2147483648,126
2023-08-13 08:59:00,"1,006415309339583",-2147483648,10
2023-08-13 09:00:00,"1,0063782625947406",-2147483648,5
2023-08-13 09:01:00,"1,0061196737685774",-2147483648,134
2023-08-13 09:02:00,"1,006126097992356",-2147483648,15
2023-08-13 09:03:00,"1,0061405861461357",-2147483648,76
2023-08-13 09:04:00,"1,0057196180751664",-2147483648,200
2023-08-13 09:05:00,"1,0055165051019368",-2147483648,134
2023-08-13 09:06:00,"1,0053340141795368",-2147483648,574
2023-08-13 09:07:00,"1,005245432780946",-2147483648,185
2023-08-13 09:08:00,"1,005256126352158",-2147483648,41
2023-08-13 09:09:00,"1,0052680520397017",-2147483648,51
2023-08-13 09:10:00,"1,0055947243240844",-2147483648,16
2023-08-13 09:11:00,"1,0056054113310449",-2147483648,42
2023-08-13 09:12:00,"1,0054589069556208",-2147483648,147
2023-08-13 09:13:00,"1,0053066915524065",-2147483648,76
2023-08-13 09:14:00,"1,0053164283483031",-2147483648,34
2023-08-13 09:15:00,"1,0053212277754573",-2147483648,8
2023-08-13 09:16:00,"1,005122462529196",-2147483648,200
2023-08-13 09:17:00,"1,0050499377642024",-2147483648,543
2023-08-13 09:18:00,"1,0050601047237406",-2147483648,37
2023-08-13 09:19:00,"1,0050740460298735",-2147483648,70
2023-08-13 09:20:00,"1,005091120151349",-2147483648,11
2023-08-13 09:21:00,"1,0050933230918242",-2147483648,1
2023-08-13 09:22:00,"1,0054316669350185",-2147483648,8
2023-08-13 09:23:00,"1,0054411653566293",-2147483648,33
2023-08-13 09:24:00,"1,0054432858303577",-2147483648,1
2023-08-13 09:25:00,"1,0059859810895138",-2147483648,63
2023-08-13 09:26:00,"1,0055566678375047",-2147483648,86
2023-08-13 09:27:00,"1,0041645986966303",-2147483648,988
2023-08-13 09:28:00,"1,0041606396766432",-2147483648,3
2023-08-13 09:29:00,"1,0043110966711504",-2147483648,563
2023-08-13 09:30:00,"1,0045369907598771",-2147483648,4
2023-08-13 09:31:00,"1,0045480412834655",-2147483648,44
2023-08-13 09:32:00,"1,0045741103652106",-2147483648,247
2023-08-13 09:33:00,"1,0045608507482713",-2147483648,64
2023-08-13 09:34:00,"1,0045238943446195",-2147483648,126
2023-08-13 09:35:00,"1,004039958323902",-2147483648,95
2023-08-13 09:36:00,"1,0039477521219071",-2147483648,133
2023-08-13 09:37:00,"1,0039583094696776",-2147483648,40
2023-08-13 09:38:00,"1,003959169687539",-2147483648,0
2023-08-13 09:39:00,"1,0036300588456704",-2147483648,6
2023-08-13 09:40:00,"1,0036617383437143",-2147483648,9
2023-08-13 09:41:00,"1,0036920491654162",-2147483648,334
2023-08-13 09:42:00,"1,0041464764104695",-2147483648,33
2023-08-13 09:43:00,"1,0043693788994734",-2147483648,0
2023-08-13 09:44:00,"1,0043815764381308",-2147483648,54
2023-08-13 09:45:00,"1,004393842304903",-2147483648,54
2023-08-13 09:46:00,"1,004288644494593",-2147483648,12
2023-08-13 09:47:00,"1,0037473552496825",-2147483648,76
2023-08-13 09:48:00,"1,0038822210673153",-2147483648,207
2023-08-13 09:49:00,"1,004429106112574",-2147483648,30
2023-08-13 09:50:00,"1,0044256111072782",-2147483648,4
2023-08-13 09:51:00,"1,0041030853409747",-2147483648,43
2023-08-13 09:52:00,"1,0041196079557273",-2147483648,100
2023-08-13 09:53:00,"1,004133482268645",-2147483648,70
2023-08-13 09:54:00,"1,0041379532273098",-2147483648,7
